"asf1_6";200007.325552;1078.435715;259.158637;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200001.433542;1077.302483;259.113038;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200013.219351;1079.559566;259.245331;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200019.114762;1080.674962;259.154787;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200025.004976;1081.817434;258.797374;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200036.752689;1084.263769;257.586476;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200030.885994;1083.006289;258.236878;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200048.450551;1086.939313;256.925975;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200042.605207;1085.585826;257.116866;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200054.294145;1088.300341;256.939082;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200060.140108;1089.651154;257.106051;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200065.991529;1090.978100;257.391934;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200077.719262;1093.519284;258.234352;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200071.850671;1092.270506;257.774060;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200089.485886;1095.873871;259.021951;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200083.598403;1094.717385;258.684159;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200095.378761;1097.002572;259.271716;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200107.177158;1099.192843;259.662354;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200101.276107;1098.107684;259.483248;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200118.987978;1101.315162;259.939067;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200113.081299;1100.261065;259.813081;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200124.896761;1102.357408;260.043617;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200136.719104;1104.414620;260.196917;-0.000000;-0.000000;1.000000;0.000000;
"asf1_6";200130.807249;1103.389942;260.128776;-0.000000;-0.000000;1.000000;0.000000;
